Timestamp Line,YouTube Link
    - 26:39: Dave's hypothesis: Dallas McCarver had an undiagnosed genetic predisposition to heart issues.,https://www.youtube.com/watch?v=QBgtRnWg8rQ
    - 27:09: Vegan Gains' opposing viewpoint and Dave's resulting anger.,https://www.youtube.com/watch?v=QBgtRnWg8rQ
,https://www.youtube.com/watch?v=QBgtRnWg8rQ
- 28:31: Enhanced Athlete: FDA Raid and Implications,https://www.youtube.com/watch?v=QBgtRnWg8rQ
    - 28:31: Reporting on the FDA raid of Enhanced Athlete and Dr. Tony Huge.,https://www.youtube.com/watch?v=QBgtRnWg8rQ
    - 29:00: Speculating on the reasons for the raid and the company's reaction.,https://www.youtube.com/watch?v=QBgtRnWg8rQ
,https://www.youtube.com/watch?v=QBgtRnWg8rQ
- 30:56: Dave's Father: Assisted Living and Christmas Cheer,https://www.youtube.com/watch?v=QBgtRnWg8rQ
"    - 30:56: Heartwarming stories of Dave's father in assisted living, spreading joy with Christmas carols.",https://www.youtube.com/watch?v=QBgtRnWg8rQ
    - 32:25: Observations on the other residents and Dave's father's good spirits.,https://www.youtube.com/watch?v=QBgtRnWg8rQ
,https://www.youtube.com/watch?v=QBgtRnWg8rQ
- 33:21: Chris's Father: Dementia and Daily Grievances,https://www.youtube.com/watch?v=QBgtRnWg8rQ
    - 33:21: Chris shares his experiences with his father's dementia and his constant complaints.,https://www.youtube.com/watch?v=QBgtRnWg8rQ
"    - 33:54: A darkly humorous suggestion to involve the ""bedbug guy.""",https://www.youtube.com/watch?v=QBgtRnWg8rQ
,https://www.youtube.com/watch?v=QBgtRnWg8rQ
- 34:22: The Bedbug Story: Exterminator's Wisdom,https://www.youtube.com/watch?v=QBgtRnWg8rQ
    - 34:22: Chris recounts a story involving a bedbug scare and the exterminator's advice on managing the itch.,https://www.youtube.com/watch?v=QBgtRnWg8rQ
    - 35:54: The psychological impact of believing you have bedbugs.,https://www.youtube.com/watch?v=QBgtRnWg8rQ
,https://www.youtube.com/watch?v=QBgtRnWg8rQ
- 37:28: The Bonac Story: Instagram and RXMuscle,https://www.youtube.com/watch?v=QBgtRnWg8rQ
    - 37:28: The William Bonac story initially surfaced on Louie Marco's Instagram.,https://www.youtube.com/watch?v=QBgtRnWg8rQ
"    - 37:52: Anders, a former employee, provided the video to Dave.",https://www.youtube.com/watch?v=QBgtRnWg8rQ
    - 38:56: Disagreement over who deserves credit for breaking the story.,https://www.youtube.com/watch?v=QBgtRnWg8rQ
,https://www.youtube.com/watch?v=QBgtRnWg8rQ
- 39:51: Lunatic Voicemails: Threats and Demands,https://www.youtube.com/watch?v=QBgtRnWg8rQ
"    - 39:51: Dave shares threatening voicemails from the disgruntled former employee, Anders.",https://www.youtube.com/watch?v=QBgtRnWg8rQ
    - 41:56: The basis for Anders' claim to credit for the Bonac scoop.,https://www.youtube.com/watch?v=QBgtRnWg8rQ
,https://www.youtube.com/watch?v=QBgtRnWg8rQ
- 43:48: Vegan Gains: Credibility Crisis,https://www.youtube.com/watch?v=QBgtRnWg8rQ
    - 43:48: Dave reiterates that Vegan Gains has damaged his own reputation.,https://www.youtube.com/watch?v=QBgtRnWg8rQ
    - 44:11: The belief that Vegan Gains fabricated the story for attention.,https://www.youtube.com/watch?v=QBgtRnWg8rQ
,https://www.youtube.com/watch?v=QBgtRnWg8rQ
- 45:00: Dave's Passion for Debate,https://www.youtube.com/watch?v=QBgtRnWg8rQ
"    - 45:00: Dave confesses his love for arguing and engaging in debates, embracing the spotlight.",https://www.youtube.com/watch?v=QBgtRnWg8rQ
    - 45:33: Acknowledging Vegan Gains' talents.,https://www.youtube.com/watch?v=QBgtRnWg8rQ
,https://www.youtube.com/watch?v=QBgtRnWg8rQ
- 46:28: Dallas McCarver: Genetic Link Confirmed,https://www.youtube.com/watch?v=QBgtRnWg8rQ
    - 46:28: Dave reveals new information confirming a genetic component in Dallas McCarver's heart condition.,https://www.youtube.com/watch?v=QBgtRnWg8rQ
    - 46:56: Explaining why steroid use alone couldn't account for such early heart disease.,https://www.youtube.com/watch?v=QBgtRnWg8rQ
,https://www.youtube.com/watch?v=QBgtRnWg8rQ
- 47:57: The Importance of Cardiac Health,https://www.youtube.com/watch?v=QBgtRnWg8rQ
    - 47:57: Dave emphasizes the crucial role of regular cardiac testing and preventative measures.,https://www.youtube.com/watch?v=QBgtRnWg8rQ
    - 48:32: Dave defends himself against Vegan Gains' accusation of ignorance.,https://www.youtube.com/watch?v=QBgtRnWg8rQ
,https://www.youtube.com/watch?v=QBgtRnWg8rQ
- 49:28: Enhanced Muscle Raid: Further Details,https://www.youtube.com/watch?v=QBgtRnWg8rQ
    - 49:28: Continuing the discussion on the Enhanced Muscle raid and the absence of DNP.,https://www.youtube.com/watch?v=QBgtRnWg8rQ
    - 50:01: Speculation on the company's operational structure and Tony Huge's involvement.,https://www.youtube.com/watch?v=QBgtRnWg8rQ
    - 51:20: Reports of code violations and a temporary shutdown.,https://www.youtube.com/watch?v=QBgtRnWg8rQ
,https://www.youtube.com/watch?v=QBgtRnWg8rQ
- 51:58: Enhanced Muscle: Business as Usual?,https://www.youtube.com/watch?v=QBgtRnWg8rQ
    - 51:58: Enhanced Muscle is reportedly back online and fulfilling orders.,https://www.youtube.com/watch?v=QBgtRnWg8rQ
"    - 52:31: Tony Huge's ventures in the Philippines, including a new gym.",https://www.youtube.com/watch?v=QBgtRnWg8rQ
    - 53:30: Speculation that the raid could ironically boost sales due to fears of products being banned.,https://www.youtube.com/watch?v=QBgtRnWg8rQ
,https://www.youtube.com/watch?v=QBgtRnWg8rQ
- 54:27: DNA Analysis: Unlocking Dave's Genetic Code,https://www.youtube.com/watch?v=QBgtRnWg8rQ
    - 54:27: Dave discusses his DNA analysis results with Carmen two chanak.,https://www.youtube.com/watch?v=QBgtRnWg8rQ
    - 55:00: The DNA test confirmed many of Dave's pre-existing health suspicions.,https://www.youtube.com/watch?v=QBgtRnWg8rQ
,https://www.youtube.com/watch?v=QBgtRnWg8rQ
- 55:23: Key DNA Findings,https://www.youtube.com/watch?v=QBgtRnWg8rQ
    - 55:23: Dave's challenges with insulin production and predisposition to arthritis.,https://www.youtube.com/watch?v=QBgtRnWg8rQ
    - 55:53: His genetic advantage in fat burning and protein metabolism.,https://www.youtube.com/watch?v=QBgtRnWg8rQ
,https://www.youtube.com/watch?v=QBgtRnWg8rQ
- 56:24: DNA Testing: A Tool for Bodybuilders,https://www.youtube.com/watch?v=QBgtRnWg8rQ
    - 56:24: Dave champions DNA testing as a valuable resource for bodybuilding competitors.,https://www.youtube.com/watch?v=QBgtRnWg8rQ
    - 56:57: Overview of the different DNA tests available.,https://www.youtube.com/watch?v=QBgtRnWg8rQ
,https://www.youtube.com/watch?v=QBgtRnWg8rQ
- 57:36: Hormone Profile and Methylation,https://www.youtube.com/watch?v=QBgtRnWg8rQ
    - 57:36: Dave's high DHT production and inefficient B12 methylation.,https://www.youtube.com/watch?v=QBgtRnWg8rQ
    - 58:09: The importance of methylated B12 for detoxification processes.,https://www.youtube.com/watch?v=QBgtRnWg8rQ
,https://www.youtube.com/watch?v=QBgtRnWg8rQ
- 58:38: DNA Testing: Personalized Coaching,https://www.youtube.com/watch?v=QBgtRnWg8rQ
    - 58:38: Dave advocates for hormone and diet-focused DNA tests for bodybuilders.,https://www.youtube.com/watch?v=QBgtRnWg8rQ
    - 59:05: Leveraging DNA data to personalize coaching strategies.,https://www.youtube.com/watch?v=QBgtRnWg8rQ
,https://www.youtube.com/watch?v=QBgtRnWg8rQ
- 59:36: Genetic Insights: Counteracting Negative Effects,https://www.youtube.com/watch?v=QBgtRnWg8rQ
    - 59:36: The power of researching genes and mitigating potential downsides.,https://www.youtube.com/watch?v=QBgtRnWg8rQ
    - 01:00:05: Empowering bodybuilders to make informed decisions based on genetic knowledge.,https://www.youtube.com/watch?v=QBgtRnWg8rQ
,https://www.youtube.com/watch?v=QBgtRnWg8rQ
- 01:00:31: DNA Testing for Children: Future Guidance,https://www.youtube.com/watch?v=QBgtRnWg8rQ
    - 01:00:31: Dave's plan to have his son's DNA tested to guide his athletic pursuits.,https://www.youtube.com/watch?v=QBgtRnWg8rQ
    - 01:00:57: Dave's personal experience as a distance runner despite genetic limitations.,https://www.youtube.com/watch?v=QBgtRnWg8rQ
,https://www.youtube.com/watch?v=QBgtRnWg8rQ
- 01:01:20: DNA Power Comm: Testing and Discount,https://www.youtube.com/watch?v=QBgtRnWg8rQ
"    - 01:01:20: Information on obtaining DNA testing through DNA Power Comm using the code ""DNA Dave.""",https://www.youtube.com/watch?v=QBgtRnWg8rQ
    - 01:01:50: Explanation of the cheek swab process and report generation.,https://www.youtube.com/watch?v=QBgtRnWg8rQ
,https://www.youtube.com/watch?v=QBgtRnWg8rQ
- 01:02:19: Comprehensive DNA Report: Expert Consultation,https://www.youtube.com/watch?v=QBgtRnWg8rQ
"    - 01:02:19: Highlighting the comprehensive nature of the DNA report, including a consultation.",https://www.youtube.com/watch?v=QBgtRnWg8rQ
    - 01:02:48: DNA testing as a valuable tool for understanding one's individual biology.,https://www.youtube.com/watch?v=QBgtRnWg8rQ
,https://www.youtube.com/watch?v=QBgtRnWg8rQ
- 01:03:18: Lactose Intolerance and Gluten Sensitivity,https://www.youtube.com/watch?v=QBgtRnWg8rQ
"    - 01:03:18: Dave's lactose intolerance and potential sensitivity to gluten, revealed through DNA testing.",https://www.youtube.com/watch?v=QBgtRnWg8rQ
    - 01:03:48: Understanding individual sensitivities through DNA testing.,https://www.youtube.com/watch?v=QBgtRnWg8rQ
,https://www.youtube.com/watch?v=QBgtRnWg8rQ
- 01:04:13: The Future of Genetic Testing: Personalized Medicine,https://www.youtube.com/watch?v=QBgtRnWg8rQ
    - 01:04:13: Speculating on the future of genetic testing and its role in personalized healthcare.,https://www.youtube.com/watch?v=QBgtRnWg8rQ
    - 01:04:45: The potential to prevent diseases through early detection and intervention.,https://www.youtube.com/watch?v=QBgtRnWg8rQ
,https://www.youtube.com/watch?v=QBgtRnWg8rQ
- 01:05:08: Gene Repair: Future Possibilities,https://www.youtube.com/watch?v=QBgtRnWg8rQ
    - 01:05:08: Expressing hope for future advancements in gene repair technologies.,https://www.youtube.com/watch?v=QBgtRnWg8rQ
    - 01:05:36: Reflecting on the rapid pace of technological progress in the last century.,https://www.youtube.com/watch?v=QBgtRnWg8rQ
,https://www.youtube.com/watch?v=QBgtRnWg8rQ
- 01:06:11: Technological Advancements: Cell Phone Power,https://www.youtube.com/watch?v=QBgtRnWg8rQ
    - 01:06:11: Highlighting the incredible computing power of modern cell phones compared to computers of the past.,https://www.youtube.com/watch?v=QBgtRnWg8rQ
    - 01:06:41: Dave's early experiences with technology.,https://www.youtube.com/watch?v=QBgtRnWg8rQ
,https://www.youtube.com/watch?v=QBgtRnWg8rQ
- 01:06:41: Political Humor: Trump Cartoons,https://www.youtube.com/watch?v=QBgtRnWg8rQ
    - 01:06:41: Discussing political cartoons depicting Donald Trump.,https://www.youtube.com/watch?v=QBgtRnWg8rQ
    - 01:07:13: Mentioning Al Franken's resignation.,https://www.youtube.com/watch?v=QBgtRnWg8rQ
,https://www.youtube.com/watch?v=QBgtRnWg8rQ
- 01:08:19: Workplace Conduct: Respect and Responsibility,https://www.youtube.com/watch?v=QBgtRnWg8rQ
    - 01:08:19: Underscoring the importance of appropriate workplace behavior and the seriousness of sexual harassment.,https://www.youtube.com/watch?v=QBgtRnWg8rQ
    - 01:08:45: Emphasizing the need for caution and awareness in professional settings.,https://www.youtube.com/watch?v=QBgtRnWg8rQ
,https://www.youtube.com/watch?v=QBgtRnWg8rQ
"- 01:10:05: Interview: Rick Grayson, Logo Designer",https://www.youtube.com/watch?v=QBgtRnWg8rQ
"    - 01:10:05: Announcing Dave's interview with Rick Grayson, the creator of the World Gym and Gold's Gym logos.",https://www.youtube.com/watch?v=QBgtRnWg8rQ
    - 01:10:35: Background information on Rick Grayson and his YouTube channel.,https://www.youtube.com/watch?v=QBgtRnWg8rQ
,https://www.youtube.com/watch?v=QBgtRnWg8rQ
- 01:11:32: Upcoming Interviews: Weider and Titus,https://www.youtube.com/watch?v=QBgtRnWg8rQ
    - 01:11:32: Plans to interview Dan Salomon about the Joe Weider movie.,https://www.youtube.com/watch?v=QBgtRnWg8rQ
    - 01:12:02: An upcoming Oxygen TV interview focusing on the Kelly Ryan/Craig Titus murder case.,https://www.youtube.com/watch?v=QBgtRnWg8rQ
,https://www.youtube.com/watch?v=QBgtRnWg8rQ
- 01:12:35: Searching for Photos: The Titus Case,https://www.youtube.com/watch?v=QBgtRnWg8rQ
    - 01:12:35: Dave's efforts to locate old photographs of himself with Craig and Kelly for the Oxygen TV show.,https://www.youtube.com/watch?v=QBgtRnWg8rQ
    - 01:13:04: The challenge of finding pre-2005 images.,https://www.youtube.com/watch?v=QBgtRnWg8rQ
,https://www.youtube.com/watch?v=QBgtRnWg8rQ
- 01:13:04: Potential Interview: William Bonac,https://www.youtube.com/watch?v=QBgtRnWg8rQ
    - 01:13:04: Dave's interest in interviewing William Bonac once his Flex Magazine contract concludes.,https://www.youtube.com/watch?v=QBgtRnWg8rQ
    - 01:13:45: Appreciating Bonac's passion and engaging personality.,https://www.youtube.com/watch?v=QBgtRnWg8rQ
,https://www.youtube.com/watch?v=QBgtRnWg8rQ
- 01:13:45: Bonac's Journey: From 212 to Open,https://www.youtube.com/watch?v=QBgtRnWg8rQ
    - 01:13:45: Reminiscing about William Bonac competing in the 212 division.,https://www.youtube.com/watch?v=QBgtRnWg8rQ
    - 01:14:09: Offering critiques of bodybuilding show judging decisions.,https://www.youtube.com/watch?v=QBgtRnWg8rQ
,https://www.youtube.com/watch?v=QBgtRnWg8rQ
- 01:14:42: Bonac's Potential: Unexpected Success,https://www.youtube.com/watch?v=QBgtRnWg8rQ
    - 01:14:42: Discussing Bonac's successful transition from the 212 division to open bodybuilding.,https://www.youtube.com/watch?v=QBgtRnWg8rQ
    - 01:15:16: Highlighting Bonac's surprising achievements in open bodybuilding.,https://www.youtube.com/watch?v=QBgtRnWg8rQ
,https://www.youtube.com/watch?v=QBgtRnWg8rQ
- 01:15:40: Early Interview: Predicting Bonac's Rise,https://www.youtube.com/watch?v=QBgtRnWg8rQ
    - 01:15:40: Recalling an early interview with Bonac where they foresaw his future success.,https://www.youtube.com/watch?v=QBgtRnWg8rQ
"    - 01:16:17: Mentioning Bonac's trainer, Khalil.",https://www.youtube.com/watch?v=QBgtRnWg8rQ
,https://www.youtube.com/watch?v=QBgtRnWg8rQ
- 01:17:37: Bonac vs. Heath: A Hypothetical Matchup,https://www.youtube.com/watch?v=QBgtRnWg8rQ
    - 01:17:37: Comparing Bonac to Phil Heath and Big Ramy.,https://www.youtube.com/watch?v=QBgtRnWg8rQ
    - 01:18:14: Questioning whether Bonac has the potential to defeat Phil Heath.,https://www.youtube.com/watch?v=QBgtRnWg8rQ
,https://www.youtube.com/watch?v=QBgtRnWg8rQ
- 01:19:03: Bonac vs. Greene: The Phil Heath Factor,https://www.youtube.com/watch?v=QBgtRnWg8rQ
    - 01:19:03: Comparing Bonac to Kai Greene and their respective chances against Phil Heath.,https://www.youtube.com/watch?v=QBgtRnWg8rQ
    - 01:19:53: Analyzing Phil Heath's physique and potential for further improvement.,https://www.youtube.com/watch?v=QBgtRnWg8rQ
,https://www.youtube.com/watch?v=QBgtRnWg8rQ
- 01:20:28: Political Discussion: Jerusalem and Trump,https://www.youtube.com/watch?v=QBgtRnWg8rQ
    - 01:20:28: Derek's question regarding Trump's decision to recognize Jerusalem as Israel's capital.,https://www.youtube.com/watch?v=QBgtRnWg8rQ
    - 01:20:28: Chris's humorous comment about Trump's Diet Coke consumption.,https://www.youtube.com/watch?v=QBgtRnWg8rQ
,https://www.youtube.com/watch?v=QBgtRnWg8rQ
- 01:20:58: Trump's Promise: Keeping His Word,https://www.youtube.com/watch?v=QBgtRnWg8rQ
    - 01:20:58: Highlighting that Trump followed through on his promise concerning Jerusalem.,https://www.youtube.com/watch?v=QBgtRnWg8rQ
    - 01:21:30: Emphasizing the importance of promise-keeping to Trump's supporters.,https://www.youtube.com/watch?v=QBgtRnWg8rQ
,https://www.youtube.com/watch?v=QBgtRnWg8rQ
- 01:22:10: Jerusalem: Who Decides?,https://www.youtube.com/watch?v=QBgtRnWg8rQ
    - 01:22:10: Questioning the legitimacy of Trump unilaterally declaring Jerusalem the capital.,https://www.youtube.com/watch?v=QBgtRnWg8rQ
    - 01:22:43: Arguing that the decision should rest with the Israeli people.,https://www.youtube.com/watch?v=QBgtRnWg8rQ
,https://www.youtube.com/watch?v=QBgtRnWg8rQ
- 01:23:23: Quote of the Week: Start Today!,https://www.youtube.com/watch?v=QBgtRnWg8rQ
"    - 01:23:23: Sharing the quote of the week: ""A year from now you may wish you had started today.""",https://www.youtube.com/watch?v=QBgtRnWg8rQ
    - 01:23:48: Encouraging listeners to pursue their goals without delay.,https://www.youtube.com/watch?v=QBgtRnWg8rQ
,https://www.youtube.com/watch?v=QBgtRnWg8rQ
- 01:23:48: Time: A Precious Commodity,https://www.youtube.com/watch?v=QBgtRnWg8rQ
    - 01:23:48: Sharing an anecdote about someone regretting not pursuing a medical career earlier.,https://www.youtube.com/watch?v=QBgtRnWg8rQ
"    - 01:24:32: Urging listeners to seize the moment, as time passes quickly.",https://www.youtube.com/watch?v=QBgtRnWg8rQ
,https://www.youtube.com/watch?v=QBgtRnWg8rQ
- 01:25:03: The Fleeting Nature of Life,https://www.youtube.com/watch?v=QBgtRnWg8rQ
"    - 01:25:03: Reflecting on the rapid passage of time, especially as one ages.",https://www.youtube.com/watch?v=QBgtRnWg8rQ
    - 01:25:38: The perception that school slows down time.,https://www.youtube.com/watch?v=QBgtRnWg8rQ
,https://www.youtube.com/watch?v=QBgtRnWg8rQ
- 01:26:09: California Fires: Thoughts and Prayers,https://www.youtube.com/watch?v=QBgtRnWg8rQ
    - 01:26:09: Expressing condolences to those affected by the California wildfires.,https://www.youtube.com/watch?v=QBgtRnWg8rQ
    - 01:26:09: Pondering a possible link between the fires and global warming.,https://www.youtube.com/watch?v=QBgtRnWg8rQ
,https://www.youtube.com/watch?v=QBgtRnWg8rQ
- 01:26:44: Weather Report: Snow in Maine,https://www.youtube.com/watch?v=QBgtRnWg8rQ
    - 01:26:44: Reporting on snowfall in Maine during December.,https://www.youtube.com/watch?v=QBgtRnWg8rQ
    - 01:27:15: Mentioning the unseasonably cold weather in Cape Coral.,https://www.youtube.com/watch?v=QBgtRnWg8rQ
,https://www.youtube.com/watch?v=QBgtRnWg8rQ
- 01:27:44: Show Wrap-Up: Subscribe and Support!,https://www.youtube.com/watch?v=QBgtRnWg8rQ
    - 01:27:44: Summarizing the key topics covered in the episode.,https://www.youtube.com/watch?v=QBgtRnWg8rQ
    - 01:27:44: Encouraging viewers to subscribe to the RX Muscle YouTube channel.,https://www.youtube.com/watch?v=QBgtRnWg8rQ
"    - 01:28:14: Setting a goal of reaching 100,000 subscribers.",https://www.youtube.com/watch?v=QBgtRnWg8rQ
,
,
**No transcript found 😶**,https://www.youtube.com/watch?v=3NDhxiGawe1
,
,
**No transcript found 😶**,https://www.youtube.com/watch?v=3NDhxiGawe9
,
,
**No transcript found 😶**,https://www.youtube.com/watch?v=3NDhxiGawe1
,
,
**No transcript found 😶**,https://www.youtube.com/watch?v=3NDhxiGawe1
,
,
**No transcript found 😶**,https://www.youtube.com/watch?v=3NDhxiGawe2
,
,
"- 00:12: Introduction: Exploring PEDs, Insulin, and ""Bubble Gut""",https://www.youtube.com/watch?v=bwcoC8ENT3I
    - 00:12: Dave Palumbo welcomes Dr. George Touliatos to the show.,https://www.youtube.com/watch?v=bwcoC8ENT3I
"    - 00:12: The discussion covers performance-enhancing drugs (PEDs), insulin use, and the ""bubble gut"" phenomenon.",https://www.youtube.com/watch?v=bwcoC8ENT3I
    - 00:47: Dr. Touliatos highlights his book addressing PEDs in sports.,https://www.youtube.com/watch?v=bwcoC8ENT3I
,https://www.youtube.com/watch?v=bwcoC8ENT3I
- 01:31: Dr. Touliatos's Expertise: A Deep Dive,https://www.youtube.com/watch?v=bwcoC8ENT3I
    - 01:31: Dr. Touliatos explains biopathology and its practical applications.,https://www.youtube.com/watch?v=bwcoC8ENT3I
"    - 02:13: He offers consultations on labs, diet, nutrition, supplementation, and PEDs.",https://www.youtube.com/watch?v=bwcoC8ENT3I
    - 02:13: Focus includes preventative measures and correcting mistakes made during cycles.,https://www.youtube.com/watch?v=bwcoC8ENT3I
,https://www.youtube.com/watch?v=bwcoC8ENT3I
- 03:01: PED Discussions: Legality and Transparency,https://www.youtube.com/watch?v=bwcoC8ENT3I
    - 35:46: The conversation addresses the reluctance of US doctors to openly discuss anabolic steroids.,https://www.youtube.com/watch?v=bwcoC8ENT3I
    - 03:34: A comparison is drawn between Greece's legal landscape and societal perceptions of PEDs versus those in the US.,https://www.youtube.com/watch?v=bwcoC8ENT3I
    - 04:11: Some doctors in Greece consult with elite athletes privately on these matters.,https://www.youtube.com/watch?v=bwcoC8ENT3I
,https://www.youtube.com/watch?v=bwcoC8ENT3I
- 04:56: Steroid Availability in Greece: An Overview,https://www.youtube.com/watch?v=bwcoC8ENT3I
    - 04:56: An overview of steroids readily available in Greek pharmacies is presented.,https://www.youtube.com/watch?v=bwcoC8ENT3I
    - 05:29: A nostalgic look back at the ease of obtaining steroids in the late 1990s.,https://www.youtube.com/watch?v=bwcoC8ENT3I
,https://www.youtube.com/watch?v=bwcoC8ENT3I
- 06:09: Rich Piana's Autopsy: Unresolved Questions,https://www.youtube.com/watch?v=bwcoC8ENT3I
    - 06:09: The discussion turns to the inconclusive autopsy report of bodybuilder Rich Piana.,https://www.youtube.com/watch?v=bwcoC8ENT3I
    - 06:40: Speculation arises regarding the potential presence of other recreational drugs not initially detected.,https://www.youtube.com/watch?v=bwcoC8ENT3I
    - 07:14: Glutamine powder and possible links to cardiovascular problems are mentioned.,https://www.youtube.com/watch?v=bwcoC8ENT3I
,https://www.youtube.com/watch?v=bwcoC8ENT3I
- 07:53: Autopsy Investigation: Concerns and Doubts,https://www.youtube.com/watch?v=bwcoC8ENT3I
    - 07:53: The thoroughness of the toxicological examination in Piana's case is questioned.,https://www.youtube.com/watch?v=bwcoC8ENT3I
    - 08:23: Speculation involving narcotics and a potential cover-up surfaces.,https://www.youtube.com/watch?v=bwcoC8ENT3I
    - 08:55: The panel discusses the importance of testing for less common poisons.,https://www.youtube.com/watch?v=bwcoC8ENT3I
,https://www.youtube.com/watch?v=bwcoC8ENT3I
"- 09:37: The ""Bubble Gut"" Phenomenon: An Introduction",https://www.youtube.com/watch?v=bwcoC8ENT3I
    - 09:37: The conversation shifts to the distended abdomen issue commonly seen in bodybuilding.,https://www.youtube.com/watch?v=bwcoC8ENT3I
"    - 10:07: The condition is linked to excessive muscle growth, growth hormone (GH), and insulin abuse.",https://www.youtube.com/watch?v=bwcoC8ENT3I
,https://www.youtube.com/watch?v=bwcoC8ENT3I
- 10:07: Bubble Gut: The Roles of GH and IGF-1,https://www.youtube.com/watch?v=bwcoC8ENT3I
    - 10:07: Growth hormone abuse leads to increased IGF-1 release from the liver.,https://www.youtube.com/watch?v=bwcoC8ENT3I
    - 10:43: IGF-1 contributes to organ enlargement through hyperplasia.,https://www.youtube.com/watch?v=bwcoC8ENT3I
    - 11:23: The controversial topic of hyperplasia in skeletal muscle is debated.,https://www.youtube.com/watch?v=bwcoC8ENT3I
,https://www.youtube.com/watch?v=bwcoC8ENT3I
- 12:02: Insulin's Contribution to Visceral Fat,https://www.youtube.com/watch?v=bwcoC8ENT3I
